State,city_name,city_type,county,percent_completed_hs,poverty_rate,Median Income,Lat,Lng
TX,Amarillo,city,,83.4,17,47735,35.2219971,-101.8312969
TX,Amaya,CDP,,76.2,20,32955,32.7861,-97.381936
TX,Ames,city,,89.7,34.7,33000,30.0538261,-94.7435327
TX,Amherst,city,,72.9,23.8,44904,34.0103679,-102.4154645
TX,Amistad,CDP,,100,0,,29.4955775,-100.9952685
TX,Anacua,CDP,,100,0,-,26.0158881,-97.527
TX,Anahuac,city,,81.9,26.1,44940,29.7730001,-94.6826961
TX,Anderson,city,,83,19.8,44219,30.4876971,-95.9924515
TX,Andrews,city,,75.3,13.5,71182,32.3187158,-102.5457155
TX,Angleton,city,,79.9,13,52890,29.16941,-95.4318847
TX,Angus,city,,72.8,37.4,34792,32.0062671,-96.4330375
TX,Anna,city,,88,12.6,69663,33.3490011,-96.5485991
TX,Annetta,town,,95.5,6.7,120179,32.709297,-97.6761384
TX,Annetta North,town,,93.9,4.3,105714,32.7192966,-97.6758608
TX,Annetta South,town,,99.5,6,112917,32.6681874,-97.6605821
TX,Annona,town,,69.5,37.9,27188,33.5806657,-94.9154952
TX,Anson,city,,77.9,19.8,43917,32.7565042,-99.896207
TX,Anthony,town,,78.2,26.6,33341,31.9992676,-106.6055478
TX,Anton,city,,67.6,22.8,41875,33.8112013,-102.1637854
TX,Appleby,city,,93.3,9.1,58750,31.7162882,-94.6049313
TX,Aquilla,city,,71.9,24.1,65625,31.8515484,-97.2180635
TX,Aransas Pass,city,,79,18.2,44353,27.9094677,-97.1499898
TX,Archer City,city,,87,19.7,38580,33.5956593,-98.6256128
TX,Arcola,city,,63.7,24.8,42279,29.4960702,-95.4657756
TX,Argyle,city,,98.1,2.9,107333,33.1212321,-97.1833475
TX,Arlington,city,,84.7,17.5,53326,32.735687,-97.1080656
TX,Arp,city,,85.2,15.2,53594,32.2254332,-95.0577207
TX,Arroyo Colorado Estates,CDP,,17.6,80.2,,26.1854505,-97.6141328
TX,Arroyo Gardens,CDP,,53.6,21.8,,26.2124017,-97.4922407
TX,Asherton,city,,54.6,26.6,29868,28.4435988,-99.7589404
TX,Aspermont,town,,73.9,25.4,34464,33.1334307,-100.2273276
TX,Atascocita,CDP,,92,6.1,84982,29.9988306,-95.1765978
TX,Athens,city,,76.9,25.5,37358,32.2048735,-95.8555207
TX,Atlanta,city,,85.2,21.3,35657,33.1137419,-94.1643537
TX,Aubrey,city,,86.9,5.1,60000,33.3042834,-96.986118
TX,Aurora,city,,85.4,18,57000,33.0606784,-97.5033561
TX,Austin,city,,87.5,18,57689,30.267153,-97.7430608
TX,Austwell,city,,82.9,2.4,41528,28.3902814,-96.842208
TX,Avery,town,,84.8,24.8,24583,33.5520559,-94.7810463
TX,Avinger,town,,83,15.3,33125,32.8998554,-94.5563119
TX,Azle,city,,85.9,9.1,55830,32.8951262,-97.5458565
TX,Bacliff,CDP,,73.4,30.1,37182,29.5068965,-94.992427
TX,Bailey,city,,74.1,16.7,46250,33.4320531,-96.1658091
TX,Bailey's Prairie,village,,84.7,9.1,102917,29.1487946,-95.4935119
TX,Baird,city,,86.2,18.2,40991,32.3940168,-99.3942436
TX,Balch Springs,city,,64,25,40230,32.7287413,-96.6227714
TX,Balcones Heights,city,,82.2,23.3,30208,29.4880086,-98.5516856
TX,Ballinger,city,,78.7,31,34817,31.7382062,-99.9473077
TX,Balmorhea,city,,70.2,11.1,38750,30.9843123,-103.7446257
TX,B and E,CDP,,26,50.3,26042,31.704473,-97.139645
TX,Bandera,city,,85,10.6,41992,29.7266131,-99.0736462
TX,Bangs,city,,79.3,13.9,37361,31.7170958,-99.1325528
TX,Banquete,CDP,,71.1,17.1,36790,27.806281,-97.7965464
TX,Bardwell,city,,52.4,19.6,32167,32.2690354,-96.6961027
TX,Barrera,CDP,,-,-,-,29.5163046,-98.5720011
TX,Barrett,CDP,,82.2,32,31442,29.8799451,-95.0629848
TX,Barry,city,,87.5,14.2,36250,32.0993189,-96.6361002
TX,Barstow,city,,55.4,30.1,27708,31.4612451,-103.3937815
TX,Bartlett,city,,67.5,15.3,36065,30.7949121,-97.4255583
TX,Barton Creek,CDP,,98.7,2.9,168063,30.285206,-97.8691748
TX,Bartonville,town,,92.4,2.5,113393,33.0731775,-97.1316788
TX,Bastrop,city,,83.1,10.2,48071,30.1104947,-97.3152701
TX,Batesville,CDP,,39.9,47.3,10307,28.9510815,-99.6178287
TX,Bay City,city,,76.7,25.8,39111,28.9827565,-95.969402
TX,Bayou Vista,city,,94.5,5.5,76071,29.3263467,-94.9385339
TX,Bayside,town,,87.1,24.7,59167,28.0939035,-97.2147137
TX,Baytown,city,,75.5,19.6,48103,29.7355047,-94.9774274
TX,Bayview,town,,92.1,8.5,76458,26.1286875,-97.3983143
TX,Beach City,city,,89.2,9.2,68950,29.7381591,-94.8442859
TX,Bear Creek,village,,96.6,2.5,101875,30.1890973,-97.9447303
TX,Beasley,city,,78.2,18,46307,29.4974636,-95.9180099
TX,Beaumont,city,,84.9,21.8,40992,30.080174,-94.1265562
TX,Beckville,city,,77.1,26.3,37917,32.2429366,-94.4554782
TX,Bedford,city,,94.8,6.8,61961,32.844017,-97.1430671
TX,Bedias,city,,83.9,21.3,35750,30.7757486,-95.949397
TX,Bee Cave,city,,98.9,2.7,121708,30.306098,-97.9523768
TX,Beeville,city,,76,24.5,38750,28.4008319,-97.7483312
TX,Bellaire,city,,97.8,1.5,175369,29.7057858,-95.4588299
TX,Bellevue,city,,81,10.7,35833,33.6364933,-98.0139278
TX,Bellmead,city,,64.7,29.7,34358,31.5989517,-97.0894496
TX,Bells,town,,86.2,13.9,55260,33.6103837,-96.4108188
TX,Bellville,city,,87.6,6.7,50577,29.9502253,-96.2571858
TX,Belton,city,,81.5,16.1,51033,31.0560132,-97.464453
TX,Benavides,city,,75.7,22.3,32038,27.5989194,-98.4080661
TX,Benbrook,city,,93.7,7,64786,32.673188,-97.4605759
TX,Benjamin,city,,84,27.6,35000,33.5839808,-99.7923132
TX,Benjamin Perez,CDP,,-,-,-,31.9685988,-99.9018131
TX,Berryville,town,,83.8,21.1,40272,32.0884931,-95.4719003
TX,Bertram,city,,89.1,23.9,49079,30.7437957,-98.0555763
TX,Beverly Hills,city,,69.9,30.4,34034,31.5215557,-97.1538919
TX,Bevil Oaks,city,,96.7,3.2,76250,30.1502123,-94.2696305
TX,Bigfoot,CDP,,75.6,30.3,,29.0469112,-98.8666937
TX,Big Lake,city,,68.6,16.6,53375,31.1915437,-101.4603945
TX,Big Sandy,town,,74.3,18.1,35625,32.5837521,-95.1088328
TX,Big Spring,city,,76.5,17.5,45650,32.2503979,-101.4787355
TX,Big Thicket Lake Estates,CDP,,68.3,34.9,34205,30.4721792,-94.3473144
TX,Big Wells,city,,54.5,20.1,24583,28.5733162,-99.5686565
TX,Bishop,city,,74.2,16.6,48343,27.5861441,-97.7991636
TX,Bishop Hills,town,,92.9,2.8,98750,35.2597744,-101.9504679
TX,Bixby,CDP,,60.5,49.8,32578,26.1517423,-97.8536088
TX,Blackwell,city,,84.4,11.5,48571,32.0868017,-100.3175971
TX,Blanco,city,,82.8,15.3,41272,30.0979862,-98.4214095
TX,Blanket,town,,85.5,17.4,38750,31.8240381,-98.7869934
TX,Blessing,CDP,,63.3,39.7,21360,28.8713733,-96.2180209
TX,Bloomburg,town,,76.1,24.3,32885,33.1379088,-94.0574061
TX,Blooming Grove,town,,88.8,16.3,42500,32.0920967,-96.715825
TX,Bloomington,CDP,,68.7,20.6,34787,28.6477735,-96.8924852
TX,Blossom,city,,80.1,12.6,42390,33.6614962,-95.3857864
TX,Blue Berry Hill,CDP,,32.1,55.1,,28.3888878,-97.7822206
TX,Blue Mound,city,,63.6,15,47174,32.8565166,-97.3389061
TX,Blue Ridge,city,,84.5,13.8,45368,33.2978909,-96.4016498
TX,Bluetown,CDP,,16.1,48.4,14479,26.074244,-97.8230522
TX,Blum,town,,69.3,19.5,39773,32.1426501,-97.3972382
TX,Boerne,city,,89.8,9.7,57047,29.7946641,-98.7319703
TX,Bogata,city,,64.8,19.1,32875,33.4706655,-95.2138351
TX,Boling,CDP,,74.9,12.8,29631,29.2569227,-95.9462552
TX,Bolivar Peninsula,CDP,,87.7,8.8,61393,29.4782878,-94.5799145
TX,Bonanza Hills,CDP,,100,0,-,30.1874377,-97.0513742
TX,Bonham,city,,74.6,24.9,36587,33.5773275,-96.1783111
TX,Bonney,village,,89.2,21.1,47500,29.3166292,-95.4479962
TX,Booker,town,,80,10.4,70739,36.4533648,-100.5373673
TX,Borger,city,,81.2,21.5,44918,35.6678203,-101.3973876
TX,Botines,CDP,,100,0,-,27.7564004,-99.4378155
TX,Bovina,city,,52.7,24.2,34792,34.5136823,-102.8829977
TX,Bowie,city,,83.1,18.3,39555,33.5589953,-97.8486457
TX,Box Canyon,CDP,,48,100,,29.523555,-101.1532421
TX,Boyd,town,,85.8,10.1,48373,33.0787326,-97.5653027
TX,Boys Ranch,CDP,,100,0,69375,35.531436,-102.2540841
TX,Brackettville,city,,58.2,20.1,37708,29.3105125,-100.4178563
TX,Brady,city,,73.6,20.7,35987,31.1351682,-99.3350552
TX,Brazoria,city,,88.5,16.4,45076,29.0444147,-95.5691126
TX,Brazos Bend,city,,95.1,3.6,104286,32.478073,-97.758084
TX,Brazos Country,city,,95.1,0,101875,29.7538441,-96.0505136
TX,Breckenridge,city,,76.8,28,37571,32.7556768,-98.9022898
TX,Bremond,city,,76.4,26.7,25417,31.1651817,-96.6769217
TX,Brenham,city,,83.2,16,42975,30.1668828,-96.3977442
TX,Briar,CDP,,87,14.5,50458,32.9951242,-97.5428007
TX,Briarcliff,village,,98.3,2.7,87411,30.407421,-98.0444588
TX,Briaroaks,city,,95,4.4,77000,32.5034724,-97.3050152
TX,Bridge City,city,,89.7,14.9,62763,30.0207678,-93.8457255
TX,Bridgeport,city,,72.7,16.7,42415,33.2101155,-97.7547552
TX,Bristol,CDP,,88,0,72153,32.4615287,-96.5699896
TX,Broaddus,town,,72.5,11.9,36250,31.3068546,-94.2690876
TX,Bronte,town,,81.4,12,40536,31.8873671,-100.2917601
TX,Brookshire,city,,62.1,21.5,31523,29.7860643,-95.9510661
TX,Brookside Village,city,,86.2,11.4,73750,29.5868996,-95.3252152
TX,Browndell,city,,66.2,32.3,24219,31.1268811,-93.9827405
TX,Brownfield,city,,68.5,14.6,36051,33.1812035,-102.2743489
TX,Brownsboro,city,,84.9,10.9,45761,32.3023706,-95.6135715
TX,Brownsville,city,,64.1,33.7,32894,25.9017472,-97.4974838
TX,Brownwood,city,,83.9,25.7,36644,31.7093197,-98.9911611
TX,Bruceville-Eddy,city,,86,8.9,48393,31.3134942,-97.2428986
TX,Brundage,CDP,,-,-,-,28.5741496,-99.6686601
TX,Bruni,CDP,,83.2,16.9,49911,27.4261436,-98.8408551
TX,Brushy Creek,CDP,,97.2,2.9,99544,30.513532,-97.7397313
TX,Bryan,city,,78.4,24.8,40312,30.6743643,-96.3699632
TX,Bryson,city,,79.6,30,28750,33.1612263,-98.3856069
TX,Buchanan Dam,CDP,,87.2,13.6,32604,30.7399037,-98.4311412
TX,Buchanan Lake Village,CDP,,80.2,9,27857,30.85044,-98.44914
TX,Buckholts,town,,60.7,55.4,17414,30.8729661,-97.1249919
TX,Buda,city,,95.3,6.7,68945,30.0817231,-97.8428927
TX,Buena Vista,CDP,,0,88.2,-,29.2713497,-98.4614043
TX,Buffalo,city,,77,26.5,44792,31.4637866,-96.0580197
TX,Buffalo Gap,town,,87.7,17.9,47639,32.2792968,-99.8300894
TX,Buffalo Springs,village,,92.7,13.3,47500,33.5320312,-101.708218
TX,Bullard,town,,90.9,4.6,63177,32.1398804,-95.320229
TX,Bulverde,city,,96.2,9.9,101620,29.7438332,-98.4530729
TX,Buna,CDP,,80.1,17.9,33281,30.4329842,-93.9624008
TX,Bunker Hill Village,city,,98.4,2.1,236250,29.7674508,-95.5299427
TX,Burkburnett,city,,89.3,11.3,51828,34.0978711,-98.5706134
TX,Burke,city,,76.9,11,43661,31.2318536,-94.768541
TX,Burleson,city,,92.2,8.2,69686,32.5420821,-97.3208492
TX,Burnet,city,,81.2,31.6,43149,30.7582376,-98.2283585
TX,Burton,city,,94.1,4.1,60625,30.1821602,-96.5955277
TX,Butterfield,CDP,,29.2,34.9,,31.8348312,-106.0958108
TX,Byers,city,,94.3,15.4,38750,34.0681503,-98.1905989
TX,Bynum,town,,75,11.2,52813,31.9700511,-97.0042301
TX,Cactus,city,,34,18.8,40825,36.0522574,-102.0023992
TX,Caddo Mills,city,,91.2,25.8,53601,33.0656732,-96.2277554
TX,Caldwell,city,,77,20.9,45556,30.5313152,-96.6930303
TX,Callender Lake,CDP,,91.5,6.5,47644,32.3566289,-95.6934293
TX,Callisburg,city,,97.2,7.1,49792,33.6978844,-97.0088971
TX,Calvert,city,,78.3,48.1,19677,30.9779651,-96.6738627
TX,Camargito,CDP,,19.4,49.2,16063,29.4054181,-98.6030799
TX,Cameron,city,,75.3,19.7,34058,30.8532454,-96.9769304
TX,Cameron Park,CDP,,33.3,51.1,24051,25.9645239,-97.4766508
TX,Campbell,city,,87.6,10.7,46750,33.1481702,-95.9513564
TX,Campo Verde,CDP,,9.9,0,,32.7095442,-97.1558393
TX,Camp Swift,CDP,,75,17.1,44886,30.19077,-97.2922144
TX,Camp Wood,city,,65.5,37.9,28403,29.6693924,-100.0122911
TX,Canadian,city,,77.7,16,55761,35.91282,-100.3820772
TX,Caney City,town,,73.3,21.2,33750,32.2090503,-96.0440964
TX,Canton,city,,82.7,19.1,38553,32.5565244,-95.8632996
TX,Cantu Addition,CDP,,82.5,10,37188,27.2025434,-98.1552828
TX,Canutillo,CDP,,65,31.4,31971,31.9114925,-106.6002687
TX,Canyon,city,,90.3,20.1,43027,34.9803342,-101.9188024
TX,Canyon Creek,CDP,,79.9,45.8,37308,29.6569551,-98.8215874
TX,Canyon Lake,CDP,,92.2,9,56544,29.8752177,-98.2625127
TX,Cape Royale,CDP,,97.2,4,81250,30.6551748,-95.136445
TX,Carbon,town,,69.5,28.8,18750,32.2706904,-98.8286719
TX,Carlsbad,CDP,,76.9,7.5,44722,31.6056884,-100.643744
TX,Carl's Corner,town,,72,22.6,36250,32.0860889,-97.0552218
TX,Carmine,city,,79.2,8.5,45000,30.1493838,-96.6860862
TX,Carrizo Hill,CDP,,54.1,3.4,61689,28.5035964,-99.8294985
TX,Carrizo Springs,city,,73.3,15,38125,28.5219292,-99.8606107
TX,Carrollton,city,,85.3,9.5,69368,32.9756415,-96.8899636
TX,Carthage,city,,81.7,17.6,47163,32.1573841,-94.3374199
TX,Casa Blanca,CDP,,0,0,-,28.00056,-97.90361
TX,Casas,CDP,,50,0,-,30.3515946,-97.7219264
TX,Cashion Community,city,,89.8,13.5,48125,34.0356505,-98.5000546
TX,Castle Hills,city,,89.3,8.2,83333,29.5226026,-98.5197651
TX,Castroville,city,,83,14.7,55500,29.3557903,-98.8786387
TX,Catarina,CDP,,75,0,,28.3455475,-99.6133788
TX,Cedar Hill,city,,91.7,11.8,67669,32.5884689,-96.9561152
TX,Cedar Park,city,,95.5,4.9,82311,30.505198,-97.8202888
TX,Cedar Point,CDP,,88.1,0,65611,31.7048999,-94.4865953
TX,Celeste,city,,87.4,21.7,39706,33.2942791,-96.1946983
TX,Celina,city,,95.6,12.1,91506,33.3245586,-96.7844417
TX,Center,city,,70.8,19.8,26696,31.7954512,-94.1790862
TX,Centerville,city,,79.4,19.5,39063,31.2579584,-95.978292
TX,Central Gardens,CDP,,93.4,5.7,66736,29.9954913,-94.0140644
TX,Chandler,city,,94,8.6,59583,32.3079269,-95.479957
TX,Channelview,CDP,,68.4,21.2,51745,29.7760599,-95.1146533
TX,Channing,city,,94.8,20.3,31000,35.6836536,-102.3301953
TX,Chaparrito,CDP,,0,100,-,26.3414562,-98.7364142
TX,Chapeno,CDP,,33.3,31.7,-,26.534403,-99.154991
TX,Charlotte,city,,56.5,26.5,31985,28.8619201,-98.7064121
TX,Chester,town,,82.9,29.7,37375,30.9263062,-94.5965927
TX,Chico,city,,81.2,22.3,47833,33.2959463,-97.7989236
TX,Childress,city,,87.6,23.2,33934,34.4264529,-100.2040019
TX,Chillicothe,city,,64.2,14.4,46719,34.2564708,-99.5167558
TX,Chilton,CDP,,50.6,27.3,26146,31.2803897,-97.0650064
TX,China,city,,86.5,22.7,39861,30.047992,-94.3357433
TX,China Grove,town,,90.9,3.1,91250,29.3888459,-98.3489023
TX,China Spring,CDP,,83.1,22.8,48618,31.6522133,-97.3079638
TX,Chireno,city,,75.7,26.5,38750,31.4993498,-94.3518691
TX,Christine,town,,69.4,21.2,41071,28.7891467,-98.4972391
TX,Christoval,CDP,,73.4,27.2,25083,31.1935006,-100.4987052
TX,Chula Vista,CDP,Cameron,48.1,83.9,,26.07537,-97.4448963
TX,Chula Vista,CDP,Maverick,33.4,34.3,19583,28.6535898,-100.422852
TX,Chula Vista,CDP,Zavala,46.9,89,19000,28.6561014,-99.8083089
TX,Cibolo,city,,95.4,3.9,90665,29.561618,-98.2269553
TX,Cienegas Terrace,CDP,,43.8,29.3,41645,29.3674511,-100.9437068
TX,Cinco Ranch,CDP,,98.2,1.5,135507,29.7388418,-95.7580048
TX,Circle D-KC Estates,CDP,,80.3,21.4,54199,30.1613001,-97.2383178
TX,Cisco,city,,80.7,27.3,31009,32.3881861,-98.9792336
TX,Citrus City,CDP,,25,86.7,17021,26.3264584,-98.385295
TX,Clarendon,city,,83.4,20.5,34063,34.9378289,-100.8881993
TX,Clarksville,city,,77,25.4,19564,33.6106648,-95.052722
TX,Clarksville City,city,,86,11.8,51364,32.5295896,-94.9029937
TX,Claude,city,,87.6,7.8,60069,35.1117176,-101.3632223
TX,Clear Lake Shores,city,,98.5,3.7,97500,29.547452,-95.0321506
TX,Cleburne,city,,77.5,18.7,48059,32.3476438,-97.3866837
TX,Cleveland,city,,71.6,28,29868,30.34132,-95.0854885
TX,Clifton,city,,76.9,16.2,38576,31.7823798,-97.5766862
TX,Clint,town,,74.9,31,33542,31.592337,-106.2241449
TX,Cloverleaf,CDP,,60,28.2,40622,29.7782823,-95.1718772
TX,Clute,city,,73.7,19.3,45307,29.0246906,-95.3988291
TX,Clyde,city,,88.8,22.8,44005,32.4059605,-99.4936912
TX,Coahoma,town,,88.1,10.6,67647,32.2965085,-101.3062329
TX,Cockrell Hill,city,,49.6,24,37865,32.7362421,-96.8869481
TX,Coffee City,town,,85.2,13.3,46250,32.128173,-95.4987245
TX,Coldspring,city,,75.1,20.1,36750,30.592421,-95.1293818
TX,Coleman,city,,79.9,24,30000,31.8273679,-99.4264532
TX,College Station,city,,93.6,34.7,34186,30.627977,-96.3344068
TX,Colleyville,city,,98.3,1.9,152310,32.8809603,-97.155012
TX,Collinsville,town,,87.8,4.3,50481,33.5614982,-96.9111138
TX,Colmesneil,city,,90.7,9.9,41813,30.9079752,-94.4221436
TX,Colorado Acres,CDP,,53.7,62.2,,29.98556,-97.1338899
TX,Colorado City,city,,70.6,12.9,48205,32.3881745,-100.8645576
TX,Columbus,city,,80.7,11.6,39505,29.7066232,-96.5396933
TX,Comanche,city,,67.1,29.3,32075,31.8973693,-98.6036581
TX,Combes,town,,67,26.5,35968,26.2486851,-97.7338816
TX,Combine,city,,75,16.2,68224,32.5884683,-96.5085994
TX,Comfort,CDP,,71.3,23.2,56912,29.967715,-98.9050337
TX,Commerce,city,,79,46,21836,33.2470567,-95.8999656
TX,Como,town,,75.2,21.6,32179,33.0609764,-95.4719515
TX,Concepcion,CDP,,53.8,17.9,14167,27.3951821,-98.3554467
TX,Conroe,city,,75,19.3,47680,30.3118769,-95.4560512
TX,Converse,city,,87.4,10.9,62481,29.5180081,-98.3161241
TX,Cool,city,,77.7,20.3,41250,32.8001288,-98.001153
TX,Coolidge,town,,55.2,31.9,29861,31.754053,-96.6499873
TX,Cooper,city,,75.7,37.1,26643,33.3734427,-95.6882925
TX,Coppell,city,,96.6,4.8,111817,32.9545687,-97.0150078
TX,Copperas Cove,city,,93.4,11.9,51972,31.124062,-97.9030785
TX,Copper Canyon,town,,95.2,2,133750,33.0959546,-97.0966777
TX,Corinth,city,,96.3,6.2,90505,33.1540091,-97.0647322
TX,Corpus Christi,city,,81.4,17.5,50658,27.8005828,-97.396381
TX,Corral City,town,,100,0,,33.1001215,-97.2261266
TX,Corrigan,town,,71.4,23.1,29385,30.9968565,-94.8271527
TX,Corsicana,city,,75.1,23.8,38734,32.0954304,-96.4688727
TX,Cottonwood,city,,89.6,8.6,56250,32.4679173,-96.3891501
TX,Cottonwood Shores,city,,82.9,13.3,45391,30.5557453,-98.3239126
TX,Cotulla,city,,61.1,18.5,34167,28.436934,-99.2350322
TX,Country Acres,CDP,,100,0,-,27.9253002,-97.1691568
TX,Coupland,city,,84.8,34.8,67857,30.4595568,-97.3899732
TX,Cove,city,,92.9,6.7,64844,29.8274438,-94.8024219
TX,Covington,city,,82.2,22.5,41250,32.1784832,-97.2580677
TX,Coyanosa,CDP,,22.5,16.6,42875,31.24292,-103.0646052
TX,Coyote Acres,CDP,,76.4,2.8,,27.7130833,-98.1336152
TX,Coyote Flats,city,,84.9,5.2,49583,32.355614,-97.292037
TX,Crandall,city,,88.3,6,64615,32.6279113,-96.4558196
TX,Crane,city,,72.2,11.8,58803,31.3973624,-102.3501419
TX,Cranfills Gap,city,,68.8,22.3,29375,31.7737659,-97.8258601
TX,Crawford,town,,91.3,18.5,55536,31.5343308,-97.44307
TX,Creedmoor,city,,64.7,17.5,41250,30.0899368,-97.7338917
TX,Cresson,city,,94.7,20.5,63750,32.5326369,-97.6178026
TX,Crockett,city,,77.6,39.1,23106,31.3182359,-95.4566136
TX,Crosby,CDP,,77.7,26.8,46413,29.9118885,-95.0621512
TX,Crosbyton,city,,70.4,34,33462,33.6600847,-101.2379276
TX,Cross Mountain,CDP,,98.7,4.2,149145,29.645503,-98.659467
TX,Cross Plains,town,,78.7,24.5,30398,32.1262493,-99.1653425
TX,Cross Roads,town,,93.7,1.9,114583,33.2318281,-97.0022908
TX,Cross Timber,town,,90.4,4.5,90625,32.4851553,-97.3273531
TX,Crowell,city,,76.4,15.1,26583,33.983973,-99.7248158
TX,Crowley,city,,88.8,10.7,63038,32.5790251,-97.3625172
TX,Crystal City,city,,61.1,31.7,28722,28.6774795,-99.8281104
TX,Cuero,city,,78.3,19.2,37000,29.0938652,-97.2891568
TX,Cuevitas,CDP,,-,-,-,26.2587712,-98.5762224
TX,Cumby,city,,87.3,15.5,50417,33.1373366,-95.8394083
TX,Cumings,CDP,,93.2,0,85188,29.5782928,-95.7988398
TX,Cuney,town,,82.1,85.2,10694,32.0321075,-95.4174538
TX,Cushing,city,,87.5,15.3,41250,31.8146179,-94.8404922
TX,Cut and Shoot,city,,71.4,10.7,61579,30.3332654,-95.357994
TX,Daingerfield,city,,79.6,19,37564,33.031793,-94.7218731
TX,Daisetta,city,,76.7,6.2,47639,30.1132688,-94.642975
TX,Dalhart,city,,79,14.2,46214,36.0594772,-102.5132497
TX,Dallas,city,,74.5,24,43781,32.7766642,-96.7969879
TX,Dalworthington Gardens,city,,93.6,2.4,118125,32.7029102,-97.155289
TX,Damon,CDP,,66.5,38.8,,29.290523,-95.7346708
TX,Danbury,city,,87,7.7,65769,29.2282966,-95.3449365
TX,Darrouzett,town,,86.3,10.8,58250,36.4461439,-100.3248604
TX,Dawson,town,,76.2,18.6,34196,31.8940478,-96.7147127
TX,Dayton,city,,83.8,15.1,50277,30.0466051,-94.8852026
TX,Dayton Lakes,city,,73.3,16.5,41354,30.1446577,-94.8221464
TX,Dean,city,,89.1,6.9,57083,33.9503748,-98.34616
TX,Decatur,city,,84.5,18.7,46161,33.2342834,-97.5861393
TX,DeCordova,city,,98.8,1.1,68380,32.4298614,-97.6950267
TX,Deer Park,city,,86.5,8.4,77556,29.7052284,-95.1238204
TX,De Kalb,city,,85.5,18.8,35926,33.5087256,-94.616319
TX,De Leon,city,,70.1,21.5,36071,32.1109743,-98.5358825
TX,Dell City,city,,51.6,49.5,24135,31.9387239,-105.2013453
TX,Del Mar Heights,CDP,,90.7,35.7,30515,26.0570223,-97.4238711
TX,Delmita,CDP,,52.9,29.6,27917,26.6800573,-98.412515
TX,Del Rio,city,,66.2,21.4,41001,29.3708857,-100.8958674
TX,Del Sol,CDP,,49.1,0,102813,29.6857893,-95.2766159
TX,Denison,city,,85.8,21.6,37403,33.7556593,-96.536658
TX,Denton,city,,88.8,20.6,49100,33.2148412,-97.1330683
TX,Denver City,town,,70.2,15,47706,32.9645475,-102.8290963
TX,Deport,city,,84.4,17.4,42721,33.5262198,-95.3157832
TX,DeSoto,city,,90.5,11.3,59260,32.5896998,-96.8570738
TX,Detroit,town,,86.8,25.9,24271,33.6614974,-95.266617
TX,Devers,city,,66.4,11.1,46607,30.0274371,-94.5915841
TX,Devine,city,,77.4,13.3,59891,29.1399633,-98.905306
TX,Deweyville,CDP,,93.8,3.1,39310,30.2977058,-93.7435004
TX,D'Hanis,CDP,,81.2,16.2,43315,29.3304852,-99.280792
TX,Diboll,city,,69.9,21.5,39699,31.1871319,-94.7810412
TX,Dickens,city,,80.4,12.8,43750,33.6217516,-100.836521
TX,Dickinson,city,,81.4,11.1,68324,29.4607876,-95.0513172
TX,Dilley,city,,66.1,31.8,37014,28.6674802,-99.1705887
TX,Dimmitt,city,,71.8,18.6,36038,34.5509028,-102.3118607
TX,DISH,town,,81.5,3.5,61071,33.1328986,-97.301407
TX,Dodd City,town,,84.7,6.9,52708,33.5753826,-96.0749738
TX,Dodson,town,,41.9,35.1,25804,34.7667247,-100.023994
TX,Doffing,CDP,,42.3,49.6,26108,26.2745156,-98.3858508
TX,Domino,town,,93.8,2.9,51250,33.2517896,-94.1107645
TX,Donna,city,,60.8,33.9,28680,26.1703525,-98.05195
TX,Doolittle,CDP,,40.3,50.3,25167,26.3719567,-98.1174721
TX,Dorchester,city,,92.1,13.9,,33.5303861,-96.6894367
TX,Double Oak,town,,96.9,3.9,136500,33.065122,-97.1105669
TX,Douglassville,town,,78,20.7,29063,33.1920712,-94.3535278
TX,Doyle,CDP,,100,0,155170,27.8875234,-97.3444364
TX,Driftwood,CDP,,91.6,0,58036,30.123275,-98.0315889
TX,Dripping Springs,city,,82,18.5,59618,30.1902067,-98.0866781
TX,Driscoll,city,,57,27.1,35625,27.6744741,-97.7486072
TX,Dublin,city,,75.3,26.6,40435,32.085143,-98.3419882
TX,Dumas,city,,67.6,21.6,49798,35.8653789,-101.9732236
TX,Duncanville,city,,83.3,12.7,53750,32.6518004,-96.9083366
TX,Eagle Lake,city,,75.4,26.8,40227,29.5896836,-96.3335769
TX,Eagle Pass,city,,66.1,26.2,36907,28.7091433,-100.4995214
TX,Early,city,,89.1,9.7,48984,31.742096,-98.9456052
TX,Earth,city,,63.7,17.9,36429,34.2331373,-102.4107493
TX,East Alto Bonito,CDP,,34.7,35.4,,26.3142959,-98.6634964
TX,East Bernard,city,,78.2,16,52287,29.5310744,-96.0710696
TX,Eastland,city,,81.6,11.8,33750,32.4015198,-98.8175623
TX,East Mountain,city,,83.9,13.1,50787,32.5937539,-94.8554918
TX,Easton,city,,73.5,16.2,38472,32.3873755,-94.5829828
TX,East Tawakoni,city,,79.6,16.4,40104,32.8842886,-95.9291335
TX,Ector,city,,80.5,23.5,34423,33.5773281,-96.2733145
TX,Edcouch,city,,47.7,39,26033,26.2939604,-97.9605574
TX,Eden,city,,54.2,4.2,40817,31.216276,-99.8456277
TX,Edgecliff Village,town,,92,11.5,69485,32.6576335,-97.3427945
TX,Edgewater Estates,CDP,,19.6,0,31083,29.5482832,-95.3578198
TX,Edgewood,town,,78.6,21.8,29803,32.6981846,-95.8852438
